u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
19.142.799,16.857.563,15.896.592,15.635.706,15.453.309,192.862.719,2.279.003.226
1.854.315,1.736.097,16.945.677,16.835.926,16.786.537,1.928.879.325,2.285.420.166
18.304.052,1.628.067,15.478.225,15.211.658,15.097.352,1.929.082.158,2.290.220.181
19.861.341,17.606.104,16.631.575,16.298.141,16.136.158,1.929.104.078,2.289.433.897
18.506.777,17.265.985,16.784.868,16.625.189,1.658.065,1.929.350.568,2.289.843.901
20.371.546,17.862.314,16.629.547,16.134.605,15.849.319,1.929.313.942,2.274.503.349
17.926.409,16.509.361,16.071.316,1.588.095,15.857.759,1.929.560.157,2.287.300.211
18.531.404,17.202.642,16.752.804,16.552.294,16.510.788,1.929.546.271,2.284.222.581
18.486.372,16.408.724,15.566.828,15.223.306,15.115.285,1.929.701.249,2.280.224.698
16.901.903,15.910.137,15.579.961,1.544.299,15.428.082,1.929.796.156,2.284.865.648
19.833.359,17.821.018,17.016.665,16.709.591,16.552.896,1.929.860.318,2.273.939.884
17.955.418,16.348.637,15.736.632,15.512.882,15.441.468,1.929.924.881,2.275.941.406
16.958.843,15.744.883,15.281.149,15.147.678,1.510.993,1.930.107.026,2.284.382.707
18.097.246,16.897.139,16.387.672,16.234.861,16.191.643,1.930.201.133,2.276.128.026
19.462.364,17.383.938,16.437.691,1.610.681,15.919.373,193.026.819,2.281.816.959
17.766.596,16.126.158,15.443.414,15.183.604,1.506.286,194.349.396,2.280.756.853
18.520.597,17.330.317,16.801.712,16.533.148,1.639.513,1.943.766.988,2.281.195.192
18.331.383,17.164.974,16.822.731,16.649.797,16.647.816,1.943.799.456,2.265.835.488
18.125.151,16.808.168,16.420.746,16.210.743,16.131.119,1.944.126.602,2.284.597.398
1.996.645,17.978.558,17.131.186,16.808.603,16.685.341,1.943.670.207,2.269.262.475
18.628.717,17.272.219,16.780.964,16.544.081,16.425.261,1.944.158.506,2.266.699.129
17.068.867,16.012.495,15.677.777,15.531.449,15.482.592,1.944.409.796,2.272.869.397
19.022.297,17.488.037,16.887.829,16.664.438,16.546.928,1.944.949.939,2.281.738.738
18.626.856,17.487.909,17.084.957,1.695.183,16.911.346,1.945.564.105,2.264.459.657
20.057.184,17.892.462,17.021.095,166.922,16.519.569,1.945.139.516,2.271.309.192
19.579.025,17.928.148,17.299.719,17.054.853,16.958.563,1.945.193.107,2.268.191.099
20.095.774,17.724.655,16.395.901,15.788.777,15.452.429,1.945.602.459,2.283.341.959
19.921.103,17.958.469,17.164.116,16.894.865,16.725.986,1.945.550.368,2.267.337.385
17.183.683,16.026.566,15.666.113,15.529.532,1.553.723,1.946.035.224,2.276.641.356
18.186.504,16.235.451,15.492.714,15.171.285,15.083.197,1.946.069.776,2.271.491.701
18.227.499,16.265.993,15.520.618,15.201.465,15.105.134,1.946.118.394,2.274.984.502
1.849.461,17.447.107,17.135.759,16.949.802,16.969.776,1.946.177.691,2.275.568.128
187.549,17.639.832,1.721.454,17.069.614,17.002.691,1.948.217.389,2.398.440.662
1.744.401,15.874.393,15.316.047,15.115.867,15.032.579,1.948.223.185,2.385.526.815
1.758.807,16.393.969,16.033.546,15.884.133,15.870.944,1.948.379.517,2.386.971.271
18.592.438,17.342.974,16.883.915,16.724.297,16.607.058,1.948.548.708,2.402.801.709
18.076.328,16.168.901,15.509.084,15.258.899,15.196.509,1.948.526.413,2.395.400.424
1.811.471,17.093.647,1.688.483,16.810.375,16.840.096,1.949.164.487,240.286.018
1.799.699,16.676.445,16.140.112,15.949.902,15.848.662,1.949.389.902,2.390.838.659
20.269.875,1.755.751,16.248.379,15.679.573,15.395.438,1.949.935.987,2.384.509.577
197.738,17.338.982,16.276.451,15.869.302,15.675.813,193.459.906,2.447.481.202
18.146.082,16.280.405,15.601.342,15.367.119,15.269.385,1.935.057.495,244.482.766
18.802.744,17.859.756,17.572.035,17.460.823,17.431.564,194.709.198,2.439.483.274
17.204.815,16.156.845,15.800.044,15.647.066,156.222,1.947.626.829,2.431.923.061
19.534.767,17.105.843,16.072.699,15.639.501,15.412.561,1.947.752.216,2.444.530.462
17.096.581,16.194.469,1.593.612,15.807.937,15.809.307,1.947.837.549,2.436.894.633
18.847.624,17.946.735,17.578.856,17.445.305,17.414.875,1.947.877.632,242.793.245
17.806.831,16.758.179,1.630.798,16.114.801,16.051.058,1.948.385.321,243.311.042
17.843.611,16.416.403,1.582.867,15.556.983,15.469.011,1.948.875.932,2.426.399.484
19.564.234,17.866.341,17.199.924,16.927.006,1.680.928,1.949.531.603,2.433.214.896
17.807.592,16.546.698,15.981.441,15.761.999,15.665.414,1.949.902.847,2.429.748.184
1.901.148,17.724.838,17.176.817,16.994.881,16.924.593,193.473.437,248.977.948
17.041.512,16.117.954,15.858.244,15.757.691,15.741.735,1.946.960.791,2.486.000.768
17.115.551,16.034.372,15.657.715,15.542.945,15.503.902,1.946.907.305,2.470.913.853
18.779.448,17.867.819,17.646.923,17.571.402,17.563.198,1.947.237.202,2.469.291.001
18.633.018,17.400.658,16.887.856,16.704.496,16.615.973,1.947.236.553,2.468.783.018
18.310.814,171.898,16.756.065,16.628.984,16.542.578,1.947.456.622,2.475.287.914
1.836.725,17.316.895,16.958.794,16.809.414,16.753.471,19.476.832,2.487.676.374
18.494.362,17.318.884,16.950.508,1.680.689,1.675.351,1.947.689.169,2.487.875.572
17.578.295,16.109.524,15.639.296,15.524.744,15.314.676,194.766.314,2.468.489.709
18.389.397,17.051.712,16.505.695,1.632.522,16.268.394,1.947.598.505,2.469.224.191
18.709.198,16.988.659,16.165.087,16.052.618,15.900.748,1.948.965.761,2.480.922.294
18.606.543,17.629.387,17.333.288,17.192.095,17.158.308,1.949.107.897,2.469.772.495
18.933.218,17.600.607,17.117.579,16.929.958,16.837.769,1.949.211.123,247.464.472
17.905.722,16.553.408,16.074.387,15.904.242,15.830.823,1.949.327.297,2.474.344.369
17.613.396,16.006.975,15.408.425,15.167.357,15.092.753,193.454.892,2.041.304.907
18.537.226,17.601.778,17.476.149,1.739.492,17.407.755,1.934.557.705,2.025.774.236
16.703.014,15.657.466,15.306.522,15.166.294,15.121.619,1.934.562.849,2.023.490.508
17.628.872,16.531.694,16.141.899,15.968.287,15.937.357,1.934.861.884,2.034.351.272
18.400.757,16.626.314,16.026.119,1.579.711,15.672.955,1.947.009.519,2.015.732.966
18.067.066,17.151.947,16.864.326,16.743.914,16.728.888,1.947.134.059,2.027.536.557
19.296.555,17.421.122,16.686.302,16.410.128,16.251.343,1.947.132.899,2.015.716.033
17.189.848,16.051.701,15.630.548,15.505.667,15.442.775,194.732.755,2.033.033.128
17.429.943,16.272.345,15.810.269,15.661.589,15.598.147,1.947.451.613,2.030.873.626
18.953.909,17.935.106,17.571.373,174.415,17.462.961,1.947.548.165,2.031.612.924
19.465.919,17.626.345,16.977.629,16.732.889,16.624.662,1.947.756.143,2.019.941.814
17.591.539,16.441.803,16.059.286,15.915.834,15.876.383,1.948.035.164,2.022.014.114
1.963.579,17.908.342,17.211.391,16.911.606,16.741.167,1.948.256.089,2.024.922.159
18.642.143,17.209.993,16.689.856,16.506.948,16.403.883,1.948.353.448,2.024.394.124
18.697.884,17.740.259,17.446.966,1.734.107,17.304.804,1.948.460.489,202.358.116
20.705.536,17.920.992,16.516.048,15.666.002,15.211.024,1.947.365.907,2.035.292.318
20.302.744,17.567.934,16.282.459,15.681.412,15.348.385,1.947.756.712,2.029.446.868
1.799.509,16.395.365,15.721.592,15.428.098,1.527.099,1.948.863.947,2.032.278.838
18.659.567,16.538.389,1.574.509,15.480.809,15.349.125,1.949.002.258,2.025.630.088
18.401.129,17.175.291,16.751.356,16.601.755,16.531.055,1.949.210.908,2.029.667.719
18.219.137,16.540.634,15.971.784,15.790.545,15.719.481,1.949.261.487,202.286.427
1.852.569,16.769.835,16.112.188,1.587.851,15.782.169,1.949.255.058,2.019.981.083
16.710.625,15.546.724,15.176.157,15.024.359,15.018.531,1.949.386.426,2.021.396.988
18.014.351,16.878.504,16.458.364,1.636.054,16.289.579,1.949.595.753,2.015.327.491
19.773.808,17.916.208,17.177.496,16.848.619,16.678.064,1.949.956.907,203.039.001
18.426.208,1.715.498,16.621.784,16.408.031,16.342.934,1.934.867.469,2.070.223.075
18.118.137,16.886.749,16.447.361,16.270.607,16.246.801,1.935.112.998,2.073.713.932
18.541.836,17.247.076,16.776.924,16.627.481,16.541.758,1.947.040.095,2.071.493.521
18.845.318,17.235.712,16.558.968,16.266.876,16.110.151,194.714.213,2.069.093.595
17.170.729,15.929.673,15.468.801,15.345.779,15.317.424,1.947.247.846,2.058.226.001
16.773.132,15.672.169,15.775.289,15.904.477,16.024.769,1.947.919.485,2.071.497.446
1.929.697,16.992.723,16.090.895,15.782.869,15.607.534,194.834.132,2.061.830.497
19.530.577,17.828.228,17.168.777,16.906.166,16.749.695,1.948.398.221,2.070.864.079
18.832.743,17.573.025,171.073,16.951.536,16.834.791,194.850.998,2.072.412.178
19.293.655,17.004.091,16.044.641,15.658.666,1.544.841,1.948.645.583,2.076.567.466
1.902.441,17.930.172,1.753.697,17.408.791,17.375.443,1.948.918.672,2.061.315.386
17.760.494,16.796.309,16.475.065,1.635.136,16.285.656,1.949.112.944,2.070.810.515
19.108.789,17.102.907,16.355.429,16.121.544,15.939.223,194.931.065,2.072.929.004
19.166.033,17.503.365,16.827.789,16.530.426,1.635.718,1.949.260.342,2.064.089.617
18.716.021,17.511.839,17.020.346,16.807.354,16.718.813,1.949.491.731,2.061.247.777
1.844.038,16.205.679,15.424.682,15.244.345,15.102.971,1.949.497.333,2.056.585.036
19.182.455,17.074.797,1.618.045,15.824.762,15.642.693,1.949.527.924,2.058.212.104
18.680.759,17.694.174,1.730.913,17.139.854,17.068.497,1.949.735.641,2.061.162.303
20.381.952,17.928.204,1.666.489,16.065.683,15.745.668,1.949.612.832,2.058.385.509
16.895.018,15.849.069,15.728.554,15.712.815,15.734.991,19.467.587,200.348.104
1.981.002,1.776.396,16.935.354,16.685.009,16.544.945,1.937.173.569,2.237.857.646
17.662.212,16.345.423,15.912.113,15.759.643,15.698.296,1.937.580.978,2.242.772.702
19.056.152,17.227.003,16.597.008,16.387.897,16.282.911,1.937.610.646,2.245.092.342
18.632.082,17.330.198,16.844.707,16.688.379,16.604.078,1.938.009.635,2.236.011.188
20.079.226,1.785.317,17.013.052,16.748.274,16.598.444,1.937.391.056,2.235.194.258
205.711,17.927.485,16.509.712,15.805.348,15.418.828,1.937.891.254,223.936.066
18.808.498,17.800.892,1.745.612,17.330.925,17.336.937,1.920.170.546,2.296.017.461
18.231.989,16.143.169,15.395.363,15.152.455,15.084.406,1.920.321.048,2.282.646.527
18.502.548,17.210.943,16.787.878,1.664.465,16.616.449,1.920.535.245,2.283.662.049
18.796.049,17.392.839,16.804.693,16.566.339,16.477.276,1.920.712.012,2.295.475.732
17.799.486,16.742.065,16.365.984,1.621.154,1.614.661,1.920.895.052,2.286.605.801
17.186.657,16.047.966,15.676.349,15.522.705,15.495.756,1.920.901.118,2.283.252.895
18.328.381,16.750.084,16.174.141,15.967.224,1.584.558,1.921.259.982,2.287.489.859
18.941.093,17.275.402,16.635.916,16.431.522,16.311.005,1.935.617.772,2.277.777.711
1.885.437,16.989.073,16.352.007,16.158.722,16.016.108,1.935.767.854,2.287.053.048
17.717.043,16.495.659,16.035.973,15.889.112,15.811.663,1.935.833.671,2.283.014.211
17.561.821,16.203.659,15.775.923,15.636.985,15.516.435,1.935.960.015,2.287.262.779
18.505.909,17.354.361,17.064.188,16.919.184,16.911.798,1.936.113.128,22.886.898
17.879.316,16.983.236,16.692.074,16.590.605,16.583.525,1.936.138.164,2.277.498.005
18.883.808,17.888.182,17.587.049,17.470.791,17.468.945,1.936.256.689,2.277.866.183
16.680.815,15.505.512,1.516.643,15.066.141,15.064.319,1.936.381.985,2.274.675.372
18.504.385,16.709.646,16.069.319,15.748.617,15.676.561,1.936.635.761,2.287.661.994
18.818.262,17.250.776,16.714.003,16.468.868,16.455.769,193.667.135,2.288.560.739
17.357.471,16.165.262,15.679.552,15.536.357,15.475.965,1.936.792.914,2.278.968.146
18.827.868,17.312.243,16.715.853,16.501.856,16.437.334,1.937.057.092,2.281.076.506
19.013.178,17.481.018,16.837.744,16.657.284,16.555.174,1.937.349.811,2.269.526.049
20.350.416,17.856.905,16.799.784,16.356.031,16.144.556,1.936.110.927,2.288.353.329
20.532.774,1.796.538,16.609.638,15.903.745,15.592.303,1.919.856.228,2.332.069.415
19.830.359,17.364.502,16.114.674,15.589.072,1.538.683,191.990.895,2.320.841.861
19.080.824,17.748.831,17.183.542,16.960.258,16.889.153,1.920.031.993,2.327.687.804
17.251.118,16.058.891,15.618.755,15.463.815,1.545.728,1.920.201.644,2.336.151.945
19.069.681,16.613.949,15.652.513,15.329.733,15.175.035,1.920.540.474,2.325.920.864
18.649.916,17.624.069,17.278.908,17.173.851,17.164.936,1.920.725.653,2.336.162.652
17.329.802,16.009.684,15.570.733,15.399.528,15.371.682,1.920.924.882,2.322.153.961
19.191.322,17.545.277,1.696.277,16.678.072,1.661.216,1.921.160.996,2.335.559.769
20.028.194,17.375.397,16.066.147,15.473.187,15.206.142,1.920.065.748,2.324.700.261
17.592.094,16.498.083,16.120.897,15.969.205,15.944.215,1.935.288.291,232.065.309
19.449.905,17.100.737,1.603.812,15.625.806,1.538.868,1.935.471.707,2.314.976.467
18.761.917,17.824.223,17.502.388,17.405.102,17.360.889,1.935.540.455,2.319.103.608
19.525.724,17.093.384,16.070.137,15.763.023,15.580.054,1.936.126.272,2.323.956.983
18.851.681,16.622.005,15.628.915,15.274.782,15.098.548,1.936.753.831,2.331.224.013
17.599.194,16.087.328,15.495.594,15.308.579,15.246.892,1.936.858.736,2.328.543.974
17.111.876,15.766.756,15.229.259,15.096.122,15.031.777,1.937.591.007,2.323.381.541
1.850.971,17.538.124,17.324.461,17.268.156,17.257.582,1.937.730.817,2.315.892.086
17.426.394,16.395.031,16.133.991,16.055.527,16.044.235,1.937.868.403,2.322.591.058
1.949.225,17.841.265,17.176.785,16.935.839,16.800.066,1.937.492.926,2.313.510.258
17.435.312,16.122.141,15.641.986,15.427.829,15.359.447,193.809.118,2.327.154.395
18.366.993,16.872.192,16.388.502,16.207.827,16.154.316,1.938.085.956,2.325.942.322
20.573.042,17.817.015,16.546.692,15.995.445,15.655.511,1.937.942.296,2.317.971.616
18.952.908,17.061.419,16.281.937,15.970.984,15.798.945,1.920.056.272,2.369.303.651
18.012.758,16.570.257,15.999.058,1.564.792,15.649.145,1.920.335.278,236.750.029
17.780.277,16.642.456,16.164.879,16.046.394,15.975.447,1.920.410.996,2.359.896.881
19.527.786,17.409.124,16.541.433,16.227.766,15.994.114,1.920.476.636,2.367.669.767
17.268.656,16.100.367,15.661.008,15.509.556,15.481.478,1.920.774.778,2.371.001.387
17.237.129,16.233.454,15.870.472,15.755.828,15.744.882,1.920.891.289,2.365.802.817
18.980.501,17.997.271,17.580.421,17.446.836,17.402.449,1.921.035.413,2.377.782.109
18.233.147,17.080.465,16.632.294,16.500.013,16.470.285,1.921.192.918,2.376.649.309
20.355.726,17.739.061,16.458.637,15.947.135,15.621.177,1.920.699.364,2.365.182.941
1.871.118,16.509.369,15.586.097,15.239.645,15.063.558,1.935.409.469,2.356.826.393
19.457.838,17.956.156,17.337.963,17.130.976,16.999.378,1.935.588.135,2.366.315.109
18.394.442,17.441.982,17.068.447,16.903.385,16.875.555,1.936.344.186,2.360.688.661
20.519.314,17.963.877,16.665.756,16.032.743,15.690.305,1.935.243.845,235.796.522
19.871.929,17.436.666,16.460.176,16.167.641,15.974.781,193.649.195,2.360.334.362
17.880.632,16.786.427,16.432.037,16.304.186,16.278.214,19.373.199,2.351.279.407
18.795.134,17.901.068,17.622.726,17.512.144,17.509.756,193.744.823,2.362.018.503
16.776.999,15.853.293,15.553.863,15.444.935,15.427.305,1.937.577.688,2.359.550.858
16.906.464,15.796.944,15.427.475,15.286.238,15.271.187,1.938.218.733,2.364.767.254
17.694.435,1.618.416,15.659.843,15.486.592,15.418.834,1.938.209.288,2.356.324.332
18.411.543,1.729.224,16.798.592,16.602.465,16.507.153,1.938.261.749,2.356.988.004
18.489.174,17.249.081,16.746.471,16.542.988,16.487.207,1.938.394.569,2.360.788.752
20.494.465,17.641.373,1.628.887,15.687.387,15.341.495,1.937.002.529,2.361.962.131
20.243.586,17.767.103,16.459.347,15.617.308,15.155.026,1.938.059.646,2.351.023.715
17.378.359,16.094.381,15.620.059,15.456.717,15.387.693,191.990.181,2.406.670.784
19.024.969,1.765.122,17.148.638,16.983.673,1.689.381,1.920.001.431,240.574.303
18.341.763,16.686.893,16.032.501,15.808.916,15.697.802,1.920.230.971,2.413.103.285
19.078.114,16.981.243,16.062.477,15.685.085,15.416.574,1.920.200.797,2.402.985.429
17.488.445,16.488.678,16.118.261,1.598.362,15.903.677,1.920.582.233,2.410.427.218
18.947.954,1.776.317,17.385.612,1.723.974,1.718.553,1.921.187.517,240.156.191
19.115.318,17.940.023,17.502.762,17.345.867,17.307.066,1.946.752.031,2.000.539.758
18.585.649,17.414.494,16.992.046,16.805.828,1.671.726,1.946.836.522,2.012.488.595
1.918.561,17.843.445,17.386.034,17.161.242,16.997.728,1.947.035.836,2.011.409.161
18.207.546,17.051.119,16.671.194,16.527.954,16.460.316,1.947.185.545,2.008.725.106
19.685.938,17.148.415,16.047.338,15.609.911,15.333.866,1.947.321.086,2.006.181.357
19.281.635,17.680.506,17.089.338,169.331,17.010.218,1.947.363.885,2.006.549.282
18.895.432,1.786.482,17.545.296,17.387.733,17.354.317,1.947.955.408,2.008.319.993
18.518.362,16.848.547,16.216.541,15.964.137,15.860.808,1.948.036.867,2.001.420.531
18.612.284,17.069.401,16.523.607,16.341.742,16.262.516,1.948.559.038,2.008.841.783
19.831.308,17.980.581,17.192.448,16.902.849,16.708.965,1.948.749.151,2.009.537.741
18.451.216,17.098.753,16.445.778,1.619.985,16.011.103,1.948.975.441,2.010.677.401
18.137.844,16.952.745,16.442.734,16.329.128,16.237.715,1.949.170.547,2.003.775.662
17.755.922,16.674.788,1.608.956,15.961.014,15.891.329,1.949.580.603,2.005.012.336
17.671.661,16.648.355,16.352.568,16.225.231,16.197.872,1.934.554.023,2.062.207.541
19.317.505,1.703.837,16.064.039,15.670.075,15.448.696,1.934.846.673,2.058.673.683
18.503.016,16.489.635,15.775.844,15.578.406,1.546.172,1.934.942.359,2.054.410.894
19.293.331,17.538.679,1.678.363,16.498.327,16.347.265,1.935.032.869,2.044.102.048
180.243,16.617.575,16.116.005,15.957.718,15.887.392,1.947.007.774,2.044.816.725
17.738.968,16.593.178,16.185.913,16.060.858,16.025.255,1.947.196.036,203.975.806
17.805.511,16.610.279,16.162.577,16.025.661,1.595.734,1.947.193.091,2.039.103.855
17.127.338,15.967.646,15.647.526,15.568.566,15.545.449,1.947.445.166,204.176.804
17.219.532,16.135.025,15.707.603,15.508.519,15.400.352,1.947.548.844,2.043.370.377
17.930.515,16.090.561,154.181,15.134.029,15.022.931,1.947.668.031,2.056.138.331
1.840.547,17.153.746,16.762.672,16.620.378,16.546.408,1.947.839.523,2.044.115.421
20.284.929,17.855.135,16.712.391,16.264.338,16.001.514,1.947.105.873,2.044.220.496
19.025.509,17.949.524,17.555.323,17.396.702,17.316.877,1.948.167.952,2.051.713.099
17.856.411,16.039.745,15.348.231,15.096.279,150.085,1.948.390.039,2.038.452.966
19.801.792,17.822.479,17.030.436,16.717.798,16.563.383,1.948.671.325,2.043.186.493
18.593.206,17.682.302,17.403.774,17.308.287,17.249.397,1.948.914.985,2.048.619.848
19.005.356,17.641.649,17.076.754,16.885.355,16.752.558,1.949.322.235,2.047.747.836
18.838.629,17.238.127,16.586.338,16.357.679,16.229.792,1.949.413.679,204.455.669
19.627.163,17.524.057,16.655.523,16.358.355,16.191.286,1.949.657.778,2.039.466.904
19.370.857,17.143.738,16.167.154,15.793.921,15.550.182,1.949.925.731,2.049.956.782
17.503.893,16.442.852,16.074.312,15.952.916,15.895.027,19.499.605,2.051.630.937
17.996.267,16.676.285,16.229.027,16.084.574,16.008.379,1.949.981.753,2.049.811.335
20.433.794,17.971.163,16.608.568,15.964.394,1.556.591,19.499.383,2.053.380.894
19.168.268,17.239.662,16.436.745,16.119.989,15.913.962,1.934.533.472,2.098.965.082
18.839.365,16.972.649,16.174.438,15.842.533,15.630.612,1.934.751.744,2.098.032.816
19.097.616,16.773.514,15.798.862,15.477.124,15.267.275,1.934.876.226,2.088.631.737
17.414.179,16.248.165,15.826.352,157.155,1.563.023,1.935.051.771,2.087.633.518
18.768.347,17.593.081,17.145.512,16.993.143,16.719.622,1.935.175.467,2.097.356.012
20.220.932,17.710.506,16.320.143,15.620.167,15.189.571,1.934.509.818,2.101.928.911
18.038.916,1.631.777,1.562.272,1.531.164,15.119.021,1.946.864.716,2.094.494.639
18.229.502,1.730.883,17.009.777,16.864.319,16.762.226,1.947.161.763,209.003.311
17.295.025,15.987.631,15.542.296,15.424.429,15.381.961,1.947.655.537,2.078.844.735
17.586.332,16.422.794,16.006.018,15.867.569,15.747.044,194.813.286,2.092.931.227
16.800.062,15.686.138,15.309.949,15.168.303,15.108.659,1.948.219.071,2.090.575.235
20.471.121,1.795.953,16.730.568,16.215.542,15.898.317,1.946.924.404,2.087.661.938
19.716.026,17.598.797,16.809.425,16.501.659,1.629.431,1.947.818.025,2.093.356.633
17.378.416,16.259.317,16.020.386,15.862.934,15.849.301,1.948.772.313,2.096.035.784
18.363.201,172.661,16.930.248,16.763.268,16.660.971,1.949.067.512,2.085.943.171
1.867.993,17.170.668,16.646.292,16.424.755,16.303.013,1.949.078.913,2.087.393.506
1.747.077,15.990.442,15.563.481,15.391.623,15.346.781,1.949.226.164,2.079.832.495
17.685.865,16.767.374,16.475.245,16.347.168,16.270.124,194.932.735,208.685.886
19.532.705,17.789.091,17.138.618,16.891.602,16.711.517,1.949.494.368,2.088.913.143
